branch_class,status,source,native_id,term_name,description,intersection_size,term_size,effective_domain_size,query_size_mappable,p_value_corrected,significant_g_scs,precision,recall,source_order,group_id,branch_n_genes,branch_exact_2NAP_human_n,branch_exact_2NAP_experimental_n,branch_parent_naphthalene_n,branch_multi_source_ge2_n,branch_CTD_n,branch_toxicogenomic_n,branch_bioassay_target_n,background_n_genes,background_definition,multiple_testing,accessed_at_utc,source_database,error
thyroid-specific,OK,GO:BP,GO:0001837,epithelial to mesenchymal transition,"""A transition where an epithelial cell loses apical/basolateral polarity, severs intercellular adhesive junctions, degrades basement membrane components and becomes a migratory mesenchymal cell."" [GOC:dph, PMID:14701881]",2,12,682,30,1.0,False,0.06666666666666667,0.16666666666666666,481,1,30,0,0,30,0,20,10,10,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:33.686118+00:00,g:Profiler g:GOSt,
thyroid-specific,OK,GO:BP,GO:0001838,embryonic epithelial tube formation,"""The morphogenesis of an embryonic epithelium into a tube-shaped structure."" [GOC:dph, ISBN:0824072820]",1,10,682,30,1.0,False,0.03333333333333333,0.1,482,1,30,0,0,30,0,20,10,10,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:33.686118+00:00,g:Profiler g:GOSt,
thyroid-specific,OK,GO:BP,GO:0001841,neural tube formation,"""The formation of a tube from the flat layer of ectodermal cells known as the neural plate. This will give rise to the central nervous system."" [GOC:dph, ISBN:0878932437]",1,9,682,30,1.0,False,0.03333333333333333,0.1111111111111111,485,1,30,0,0,30,0,20,10,10,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:33.686118+00:00,g:Profiler g:GOSt,
thyroid-specific,OK,GO:BP,GO:0001843,neural tube closure,"""The last step in the formation of the neural tube, where the paired neural folds are brought together and fuse at the dorsal midline."" [GOC:dph, ISBN:0878932437]",1,8,682,30,1.0,False,0.03333333333333333,0.125,487,1,30,0,0,30,0,20,10,10,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:33.686118+00:00,g:Profiler g:GOSt,
thyroid-specific,OK,GO:BP,GO:0001906,cell killing,"""Any process in an organism that results in the killing of its own cells or those of another organism, including in some cases the death of the other organism. Killing here refers to the induction of death in one cell by another cell, not cell-autonomous death due to internal or other environmental conditions."" [GOC:add]",2,8,682,30,1.0,False,0.06666666666666667,0.25,511,1,30,0,0,30,0,20,10,10,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:33.686118+00:00,g:Profiler g:GOSt,
thyroid-specific,OK,GO:BP,GO:0001909,leukocyte mediated cytotoxicity,"""The directed killing of a target cell by a leukocyte."" [GO_REF:0000022, GOC:add, ISBN:0781735149, PMID:11911826]",2,6,682,30,1.0,False,0.06666666666666667,0.3333333333333333,513,1,30,0,0,30,0,20,10,10,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:33.686118+00:00,g:Profiler g:GOSt,
thyroid-specific,OK,GO:BP,GO:0001910,regulation of leukocyte mediated cytotoxicity,"""Any process that modulates the frequency, rate, or extent of leukocyte mediated cytotoxicity."" [GOC:add, ISBN:0781735149, PMID:11911826]",1,4,682,30,1.0,False,0.03333333333333333,0.25,514,1,30,0,0,30,0,20,10,10,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:33.686118+00:00,g:Profiler g:GOSt,
thyroid-specific,OK,GO:BP,GO:0001912,positive regulation of leukocyte mediated cytotoxicity,"""Any process that activates or increases the frequency, rate or extent of leukocyte mediated cytotoxicity."" [GOC:add, ISBN:0781735149, PMID:11911826]",1,2,682,30,1.0,False,0.03333333333333333,0.5,516,1,30,0,0,30,0,20,10,10,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:33.686118+00:00,g:Profiler g:GOSt,
thyroid-specific,OK,GO:BP,GO:0001932,regulation of protein phosphorylation,"""Any process that modulates the frequency, rate or extent of addition of phosphate groups into an amino acid in a protein."" [GOC:hjd]",1,42,682,30,1.0,False,0.03333333333333333,0.023809523809523808,533,1,30,0,0,30,0,20,10,10,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:33.686118+00:00,g:Profiler g:GOSt,
thyroid-specific,OK,GO:BP,GO:0001935,endothelial cell proliferation,"""The multiplication or reproduction of endothelial cells, resulting in the expansion of a cell population. Endothelial cells are thin flattened cells which line the inside surfaces of body cavities, blood vessels, and lymph vessels, making up the endothelium."" [GOC:add, ISBN:0781735149]",1,19,682,30,1.0,False,0.03333333333333333,0.05263157894736842,536,1,30,0,0,30,0,20,10,10,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:33.686118+00:00,g:Profiler g:GOSt,
thyroid-specific,OK,GO:BP,GO:0001936,regulation of endothelial cell proliferation,"""Any process that modulates the frequency, rate, or extent of endothelial cell proliferation."" [GOC:add]",1,17,682,30,1.0,False,0.03333333333333333,0.058823529411764705,537,1,30,0,0,30,0,20,10,10,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:33.686118+00:00,g:Profiler g:GOSt,
thyroid-specific,OK,GO:BP,GO:0001938,positive regulation of endothelial cell proliferation,"""Any process that activates or increases the rate or extent of endothelial cell proliferation."" [GOC:add]",1,12,682,30,1.0,False,0.03333333333333333,0.08333333333333333,539,1,30,0,0,30,0,20,10,10,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:33.686118+00:00,g:Profiler g:GOSt,
thyroid-specific,OK,GO:BP,GO:0001944,vasculature development,"""The process whose specific outcome is the progression of the vasculature over time, from its formation to the mature structure. The vasculature is an interconnected tubular multi-tissue structure that contains fluid that is actively transported around the organism."" [GOC:dph, UBERON:0002409]",1,73,682,30,1.0,False,0.03333333333333333,0.0136986301369863,542,1,30,0,0,30,0,20,10,10,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:33.686118+00:00,g:Profiler g:GOSt,
thyroid-specific,OK,GO:BP,GO:0002009,morphogenesis of an epithelium,"""The process in which the anatomical structures of epithelia are generated and organized. An epithelium consists of closely packed cells arranged in one or more layers, that covers the outer surfaces of the body or lines any internal cavity or tube."" [GOC:dph, GOC:jl, GOC:tb, ISBN:0198506732]",3,46,682,30,1.0,False,0.1,0.06521739130434782,596,1,30,0,0,30,0,20,10,10,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:33.686118+00:00,g:Profiler g:GOSt,
thyroid-specific,OK,GO:BP,GO:0002062,chondrocyte differentiation,"""The process in which a chondroblast acquires specialized structural and/or functional features of a chondrocyte. A chondrocyte is a polymorphic cell that forms cartilage."" [GOC:dph]",1,6,682,30,1.0,False,0.03333333333333333,0.16666666666666666,634,1,30,0,0,30,0,20,10,10,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:33.686118+00:00,g:Profiler g:GOSt,
thyroid-specific,OK,GO:BP,GO:0002064,epithelial cell development,"""The process whose specific outcome is the progression of an epithelial cell over time, from its formation to the mature structure. An epithelial cell is a cell usually found in a two-dimensional sheet with a free surface."" [GOC:dph]",2,30,682,30,1.0,False,0.06666666666666667,0.06666666666666667,636,1,30,0,0,30,0,20,10,10,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:33.686118+00:00,g:Profiler g:GOSt,
thyroid-specific,OK,GO:BP,GO:0002065,columnar/cuboidal epithelial cell differentiation,"""The process in which a relatively unspecialized cell acquires specialized features of a columnar/cuboidal epithelial cell. A columnar/cuboidal epithelial cell is a cell usually found in a two dimensional sheet with a free surface. Columnar/cuboidal epithelial cells take on the shape of a column or cube."" [GOC:dph]",2,16,682,30,1.0,False,0.06666666666666667,0.125,637,1,30,0,0,30,0,20,10,10,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:33.686118+00:00,g:Profiler g:GOSt,
thyroid-specific,OK,GO:BP,GO:0002067,glandular epithelial cell differentiation,"""The process in which a relatively unspecialized cell acquires specialized features of a glandular epithelial cell. A glandular epithelial cell is a columnar/cuboidal epithelial cell found in a two dimensional sheet with a free surface exposed to the lumen of a gland."" [GOC:dph]",2,8,682,30,1.0,False,0.06666666666666667,0.25,639,1,30,0,0,30,0,20,10,10,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:33.686118+00:00,g:Profiler g:GOSt,
thyroid-specific,OK,GO:BP,GO:0002070,epithelial cell maturation,"""The developmental process, independent of morphogenetic (shape) change, that is required for an epithelial cell to attain its fully functional state. An epithelial cell is a cell usually found in a two-dimensional sheet with a free surface."" [GOC:dph]",1,4,682,30,1.0,False,0.03333333333333333,0.25,642,1,30,0,0,30,0,20,10,10,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:33.686118+00:00,g:Profiler g:GOSt,
thyroid-specific,OK,GO:BP,GO:0002209,behavioral defense response,"""A behavioral response seeking to protect an organism from an perceived external threat to that organism."" [GO_REF:0000022, GOC:add]",1,5,682,30,1.0,False,0.03333333333333333,0.2,725,1,30,0,0,30,0,20,10,10,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:33.686118+00:00,g:Profiler g:GOSt,
thyroid-specific,OK,GO:BP,GO:0002228,natural killer cell mediated immunity,"""The promotion of an immune response by natural killer cells through direct recognition of target cells or through the release of cytokines."" [GO_REF:0000022, GOC:add, ISBN:0781735149]",2,4,682,30,1.0,False,0.06666666666666667,0.5,739,1,30,0,0,30,0,20,10,10,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:33.686118+00:00,g:Profiler g:GOSt,
thyroid-specific,OK,GO:BP,GO:0002249,lymphocyte anergy,"""Any process contributing to lymphocyte anergy, a state of functional inactivation."" [GOC:add]",1,1,682,30,1.0,False,0.03333333333333333,1.0,758,1,30,0,0,30,0,20,10,10,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:33.686118+00:00,g:Profiler g:GOSt,
thyroid-specific,OK,GO:BP,GO:0002252,immune effector process,"""Any process of the immune system that executes a component of an immune response. An effector immune process takes place after its activation."" [GO_REF:0000022, GOC:add, ISBN:0781735149]",3,55,682,30,1.0,False,0.1,0.05454545454545454,761,1,30,0,0,30,0,20,10,10,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:33.686118+00:00,g:Profiler g:GOSt,
thyroid-specific,OK,GO:BP,GO:0002260,lymphocyte homeostasis,"""The process of regulating the proliferation and elimination of lymphocytes such that the total number of lymphocytes within a whole or part of an organism is stable over time in the absence of an outside stimulus."" [GOC:add, PMID:15826826, PMID:16319493, PMID:16551252, PMID:16551262]",1,14,682,30,1.0,False,0.03333333333333333,0.07142857142857142,768,1,30,0,0,30,0,20,10,10,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:33.686118+00:00,g:Profiler g:GOSt,
thyroid-specific,OK,GO:BP,GO:0002262,myeloid cell homeostasis,"""The process of regulating the proliferation and elimination of myeloid cells such that the total number of myeloid cells within a whole or part of an organism is stable over time in the absence of an outside stimulus."" [CL:0000763, GOC:add]",2,20,682,30,1.0,False,0.06666666666666667,0.1,770,1,30,0,0,30,0,20,10,10,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:33.686118+00:00,g:Profiler g:GOSt,
thyroid-specific,OK,GO:BP,GO:0002376,immune system process,"""Any process involved in the development or functioning of the immune system, an organismal system for calibrated responses to potential internal or invasive threats."" [GO_REF:0000022, GOC:add]",9,197,682,30,1.0,False,0.3,0.04568527918781726,867,1,30,0,0,30,0,20,10,10,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:33.686118+00:00,g:Profiler g:GOSt,
thyroid-specific,OK,GO:BP,GO:0002387,immune response in gut-associated lymphoid tissue,"""Immune response taking place in the gut-associated lymphoid tissue (GALT). GALT includes Peyer's patches, appendix, and solitary lymph nodules."" [GOC:jal, ISBN:0781735149]",1,2,682,30,1.0,False,0.03333333333333333,0.5,874,1,30,0,0,30,0,20,10,10,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:33.686118+00:00,g:Profiler g:GOSt,
thyroid-specific,OK,GO:BP,GO:0002443,leukocyte mediated immunity,"""Any process involved in the carrying out of an immune response by a leukocyte."" [GO_REF:0000022, GOC:add, ISBN:0781735149]",3,27,682,30,1.0,False,0.1,0.1111111111111111,924,1,30,0,0,30,0,20,10,10,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:33.686118+00:00,g:Profiler g:GOSt,
thyroid-specific,OK,GO:BP,GO:0002444,myeloid leukocyte mediated immunity,"""Any process involved in the carrying out of an immune response by a myeloid leukocyte."" [GO_REF:0000022, GOC:add, ISBN:0781735149]",1,8,682,30,1.0,False,0.03333333333333333,0.125,925,1,30,0,0,30,0,20,10,10,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:33.686118+00:00,g:Profiler g:GOSt,
thyroid-specific,OK,GO:BP,GO:0002446,neutrophil mediated immunity,"""Any process involved in the carrying out of an immune response by a neutrophil."" [GO_REF:0000022, GOC:add, ISBN:0781735149]",1,4,682,30,1.0,False,0.03333333333333333,0.25,927,1,30,0,0,30,0,20,10,10,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:33.686118+00:00,g:Profiler g:GOSt,
thyroid-specific,OK,GO:BP,GO:0002449,lymphocyte mediated immunity,"""Any process involved in the carrying out of an immune response by a lymphocyte."" [GO_REF:0000022, GOC:add, ISBN:0781735149]",2,20,682,30,1.0,False,0.06666666666666667,0.1,930,1,30,0,0,30,0,20,10,10,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:33.686118+00:00,g:Profiler g:GOSt,
thyroid-specific,OK,GO:BP,GO:0002507,tolerance induction,"""A process that directly activates any of the steps required for tolerance, a physiologic state in which the immune system does not react destructively against the components of an organism that harbors it or against antigens that are introduced to it."" [GO_REF:0000022, GOC:jal, ISBN:0781735149]",1,4,682,30,1.0,False,0.03333333333333333,0.25,987,1,30,0,0,30,0,20,10,10,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:33.686118+00:00,g:Profiler g:GOSt,
thyroid-specific,OK,GO:BP,GO:0002517,T cell tolerance induction,"""A process involving any mechanism for tolerance induction in T cells."" [GOC:jal, ISBN:0781735149, PMID:16551263]",1,1,682,30,1.0,False,0.03333333333333333,1.0,997,1,30,0,0,30,0,20,10,10,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:33.686118+00:00,g:Profiler g:GOSt,
thyroid-specific,OK,GO:BP,GO:0002520,immune system development,"""The process whose specific outcome is the progression of an organismal system whose objective is to provide calibrated responses by an organism to a potential internal or invasive threat, over time, from its formation to the mature structure. A system is a regularly interacting or interdependent group of organs or tissues that work together to carry out a given biological process."" [GOC:add, GOC:dph]",2,27,682,30,1.0,False,0.06666666666666667,0.07407407407407407,1000,1,30,0,0,30,0,20,10,10,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:33.686118+00:00,g:Profiler g:GOSt,
thyroid-specific,OK,GO:BP,GO:0002521,leukocyte differentiation,"""The process in which a relatively unspecialized hemopoietic precursor cell acquires the specialized features of a leukocyte. A leukocyte is an achromatic cell of the myeloid or lymphoid lineages capable of ameboid movement, found in blood or other tissue."" [CL:0000738, GOC:add, PMID:16551264]",4,60,682,30,1.0,False,0.13333333333333333,0.06666666666666667,1001,1,30,0,0,30,0,20,10,10,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:33.686118+00:00,g:Profiler g:GOSt,
thyroid-specific,OK,GO:BP,GO:0002643,regulation of tolerance induction,"""Any process that modulates the frequency, rate, or extent of tolerance induction."" [GOC:add]",1,3,682,30,1.0,False,0.03333333333333333,0.3333333333333333,1115,1,30,0,0,30,0,20,10,10,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:33.686118+00:00,g:Profiler g:GOSt,
thyroid-specific,OK,GO:BP,GO:0002645,positive regulation of tolerance induction,"""Any process that activates or increases the frequency, rate, or extent of tolerance induction."" [GOC:add]",1,2,682,30,1.0,False,0.03333333333333333,0.5,1117,1,30,0,0,30,0,20,10,10,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:33.686118+00:00,g:Profiler g:GOSt,
