gene,effect_size,logFC_low_minus_high,P,n_donor_group_pairs,direction,analysis_level,BH_FDR
GLIPR1,0.0,0.24417324504210242,0.3036811097223192,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.4739916686009506
CDC6,0.0,-0.18219723853258155,0.3037421067324928,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.4739916686009506
TCF19,0.0,0.2642993982587823,0.3037421067324928,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.4739916686009506
REN,0.0,0.10825454401554442,0.30519775344657996,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.4760685839418045
ABCB11,0.0,-0.08041635223640566,0.3061029943646809,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.4772855921119228
EDIL3,0.0,0.10585997129876687,0.30646485459506156,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.4773182209373861
XPOT,0.12689477252005688,0.0975538086961472,0.30658668364209907,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.4773182209373861
BGLAP,0.0,0.12390999911415514,0.3066241230648338,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.4773182209373861
C3AR1,0.0,0.15679323855520239,0.3066241230648338,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.4773182209373861
PALD1,0.0,0.27313656876119674,0.3078214719088427,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.4774041026853541
SPATA12,0.0,-0.10301398871893969,0.3078214719088427,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.4774041026853541
TCEANC,0.0,0.29443438237146796,0.30819330922944466,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.4774041026853541
AXIN2,0.15114159724323928,-0.03903164274472067,0.30852387030486816,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.4774041026853541
GRB2,-0.09307189050771392,-0.13315081274416468,0.30870273186883423,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.4774041026853541
GUSB,0.07797226653235967,0.10061886509474224,0.30870273186883423,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.4774041026853541
MRPL15,-0.061621203666442526,-0.03822860764325845,0.30870273186883423,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.4774041026853541
SIVA1,-0.02112356735701315,-0.1795324494904489,0.30870273186883423,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.4774041026853541
TIPARP,-0.12730707052479406,-0.21921905780628728,0.30870273186883423,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.4774041026853541
IL1B,0.05829749594536071,0.1509478959308012,0.30986427603817557,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.4774041026853541
PLXNA4,0.0,0.08105130891086709,0.3104944343172349,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.4774041026853541
CDH11,0.0,0.17578298254239985,0.31089682851661204,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.4774041026853541
ACTA2,0.0,-0.27313074247575575,0.31271939666259707,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.4774041026853541
ECD,0.0908616413582477,0.10629294473991435,0.31349855414230476,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.4774041026853541
FCHO2,-0.104483972751654,-0.153460604357118,0.31349855414230476,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.4774041026853541
ADGRL2,0.0,0.08105922689498052,0.3139380937749148,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.4774041026853541
EBF1,0.0,0.06768004839664894,0.3139380937749148,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.4774041026853541
TNFSF15,0.0,-0.18579347518899966,0.3146663265696793,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.4774041026853541
ELOVL5,0.10775453465713225,0.08636635515680524,0.31466731744923226,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.4774041026853541
BRD2,0.048719425019879026,0.10628217020354007,0.3153833994147135,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.4774041026853541
CTDP1,0.13702629683279843,-0.04834019742619565,0.3153833994147135,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.4774041026853541
IRF1,0.041540427389899826,0.20798136139592266,0.3153833994147135,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.4774041026853541
ACADL,0.0,-0.02137125183452487,0.31731050786291415,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.4774041026853541
ACTA1,0.0,0.02367259503700987,0.31731050786291415,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.4774041026853541
ADGRE1,0.0,0.008064454105536209,0.31731050786291415,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.4774041026853541
ALK,0.0,0.008064454105536209,0.31731050786291415,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.4774041026853541
ANKUB1,0.0,0.03882770848488697,0.31731050786291415,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.4774041026853541
AVP,0.0,-0.010217849943108055,0.31731050786291415,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.4774041026853541
BIRC8,0.0,-0.010217849943108055,0.31731050786291415,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.4774041026853541
CCDC70,0.0,-0.0025471119906115935,0.31731050786291415,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.4774041026853541
CD80,0.0,-0.07050429366570309,0.31731050786291415,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.4774041026853541
CDH18,0.0,-0.007017688325468652,0.31731050786291415,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.4774041026853541
CDH2,0.0,-0.0025471119906115935,0.31731050786291415,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.4774041026853541
CECR2,0.0,-0.018736789188220422,0.31731050786291415,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.4774041026853541
CELF6,0.0,-0.036053490203212454,0.31731050786291415,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.4774041026853541
CHRNA6,0.0,-0.007017688325468652,0.31731050786291415,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.4774041026853541
COL22A1,0.0,0.06647747242203922,0.31731050786291415,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.4774041026853541
CRMP1,0.0,-0.0025471119906115935,0.31731050786291415,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.4774041026853541
CSF2,0.0,0.008064454105536209,0.31731050786291415,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.4774041026853541
CSMD3,0.0,-0.007017688325468652,0.31731050786291415,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.4774041026853541
CYP1A1,0.0,-0.004863907428874701,0.31731050786291415,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.4774041026853541
CYP7A1,0.0,0.020765325995747232,0.31731050786291415,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.4774041026853541
ERC2,0.0,-0.0025471119906115935,0.31731050786291415,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.4774041026853541
FJX1,0.0,-0.007017688325468652,0.31731050786291415,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.4774041026853541
GAPDHS,0.0,-0.0025471119906115935,0.31731050786291415,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.4774041026853541
GLI2,0.0,-0.08492833829265224,0.31731050786291415,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.4774041026853541
GSDMC,0.0,0.020345350490137613,0.31731050786291415,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.4774041026853541
GYS2,0.0,0.05001997575630017,0.31731050786291415,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.4774041026853541
HAO2,0.0,0.020765325995747232,0.31731050786291415,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.4774041026853541
HOXC10,0.0,0.05055463678420712,0.31731050786291415,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.4774041026853541
HPD,0.0,-0.016995033812440184,0.31731050786291415,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.4774041026853541
IDO2,0.0,0.038783368806583264,0.31731050786291415,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.4774041026853541
IL13,0.0,-0.02752194751056704,0.31731050786291415,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.4774041026853541
IL20,0.0,0.06476594144416042,0.31731050786291415,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.4774041026853541
IL21,0.0,-0.007017688325468652,0.31731050786291415,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.4774041026853541
IL5,0.0,-0.0329885260376393,0.31731050786291415,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.4774041026853541
IQCF1,0.0,0.003200546676661508,0.31731050786291415,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.4774041026853541
KCNH4,0.0,0.03930976944751376,0.31731050786291415,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.4774041026853541
LEFTY2,0.0,-0.02443077514062005,0.31731050786291415,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.4774041026853541
LHCGR,0.0,-0.05948438264852158,0.31731050786291415,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.4774041026853541
LMX1B,0.0,-0.032131471120167426,0.31731050786291415,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.4774041026853541
LRRC15,0.0,-0.010773149796794576,0.31731050786291415,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.4774041026853541
MAGEA3,0.0,-0.031766765205472204,0.31731050786291415,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.4774041026853541
MAGEB2,0.0,-0.03554152914265922,0.31731050786291415,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.4774041026853541
MARCHF10,0.0,0.05130808181218198,0.31731050786291415,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.4774041026853541
MEFV,0.0,0.038783368806583264,0.31731050786291415,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.4774041026853541
MMP13,0.0,-0.0680729657452783,0.31731050786291415,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.4774041026853541
NDP,0.0,-0.0867162883492955,0.31731050786291415,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.4774041026853541
NEFL,0.0,-0.004863907428874701,0.31731050786291415,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.4774041026853541
NEFM,0.0,-0.007017688325468652,0.31731050786291415,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.4774041026853541
NHLH2,0.0,0.056683664785220224,0.31731050786291415,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.4774041026853541
NOG,0.0,-0.0329885260376393,0.31731050786291415,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.4774041026853541
PEG3,0.0,0.016743480890619503,0.31731050786291415,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.4774041026853541
RGS20,0.0,0.020765325995747232,0.31731050786291415,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.4774041026853541
RNASE7,0.0,-0.0008861839632557875,0.31731050786291415,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.4774041026853541
SELP,0.0,-0.004863907428874701,0.31731050786291415,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.4774041026853541
SH2D4B,0.0,-0.06651269923752315,0.31731050786291415,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.4774041026853541
SIGLEC11,0.0,-0.01117692127419039,0.31731050786291415,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.4774041026853541
TENM2,0.0,-0.023491050119784338,0.31731050786291415,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.4774041026853541
TGM5,0.0,0.038783368806583264,0.31731050786291415,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.4774041026853541
TRAPPC3L,0.0,0.04687711784749796,0.31731050786291415,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.4774041026853541
TRIM55,0.0,-0.0329885260376393,0.31731050786291415,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.4774041026853541
TWIST1,0.0,0.0141901881239214,0.31731050786291415,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.4774041026853541
VCAM1,0.0,0.00829793293585778,0.31731050786291415,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.4774041026853541
VIP,0.0,-0.007017688325468652,0.31731050786291415,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.4774041026853541
BCR,-0.2030662136591812,-0.06139835580581973,0.3205121953847627,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.4816515944030076
