ChemicalID,exposure_axis,candidate_to_axis_relationship,all_candidate_biomarkers,mapping_confidence,mapping_source,searched_domain_count,searched_domains,mapping_status,selected_primary_biomarker,selection_reason,all_biomarker_summary,biological_matrix,nhanes_lab_component,cycle_list,n_cycles_available,nhanes_variable,biomarker_type
C117619,PAH exposure axis,parent PAH to validated urinary OH-PAH proxy,URXP02,moderate,CDC NHANES urinary OH-PAH panel; parent-specificity is limited,68,Polyaromatic Hydrocarbons (PAHs) - Urine;Polyaromatic Hydrocarbons -Urine;Polycyclic Aromatic Hydrocarbons (PAH) - Urine,mapped,URXP02,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""URXP02"", ""n_cycles_available"": 8, ""total_measured"": 21166, ""total_above_lod"": 21164, ""pooled_above_lod_pct"": 99.99055088349239, ""min_cycle_above_lod_pct"": 99.95911692559281, ""median_cycle_above_lod_pct"": 100.0, ""max_cycle_above_lod_pct"": 100.0}]",urine,"Phthalates, Phytoestrogens & PAHs - Urine;Polyaromatic Hydrocarbons (PAHs) - Urine;Polyaromatic Hydrocarbons -Urine;Polycyclic Aromatic Hydrocarbons (PAH) - Urine",2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016,8,URXP02,urinary biomarker
C402363,PAH exposure axis,parent PAH to validated urinary OH-PAH proxy,URXP10,moderate,CDC NHANES urinary OH-PAH panel; parent-specificity is limited,68,Polyaromatic Hydrocarbons (PAHs) - Urine;Polyaromatic Hydrocarbons -Urine;Polycyclic Aromatic Hydrocarbons (PAH) - Urine,mapped,URXP10,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""URXP10"", ""n_cycles_available"": 9, ""total_measured"": 23952, ""total_above_lod"": 21231, ""pooled_above_lod_pct"": 88.63977955911824, ""min_cycle_above_lod_pct"": 60.21621621621622, ""median_cycle_above_lod_pct"": 99.3638170974155, ""max_cycle_above_lod_pct"": 100.0}]",urine,"Phthalates, Phytoestrogens & PAHs - Urine;Polyaromatic Hydrocarbons (PAHs) - Urine;Polyaromatic Hydrocarbons -Urine;Polycyclic Aromatic Hydrocarbons (PAH) - Urine",2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,9,URXP10,urinary biomarker
C434863,PAH exposure axis,parent PAH to validated urinary OH-PAH proxy,URXP10,moderate,CDC NHANES urinary OH-PAH panel; parent-specificity is limited,68,Polyaromatic Hydrocarbons (PAHs) - Urine;Polyaromatic Hydrocarbons -Urine;Polycyclic Aromatic Hydrocarbons (PAH) - Urine,mapped,URXP10,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""URXP10"", ""n_cycles_available"": 9, ""total_measured"": 23952, ""total_above_lod"": 21231, ""pooled_above_lod_pct"": 88.63977955911824, ""min_cycle_above_lod_pct"": 60.21621621621622, ""median_cycle_above_lod_pct"": 99.3638170974155, ""max_cycle_above_lod_pct"": 100.0}]",urine,"Phthalates, Phytoestrogens & PAHs - Urine;Polyaromatic Hydrocarbons (PAHs) - Urine;Polyaromatic Hydrocarbons -Urine;Polycyclic Aromatic Hydrocarbons (PAH) - Urine",2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,9,URXP10,urinary biomarker
C447880,PAH exposure axis,parent PAH to validated urinary OH-PAH proxy,URXP10,moderate,CDC NHANES urinary OH-PAH panel; parent-specificity is limited,68,Polyaromatic Hydrocarbons (PAHs) - Urine;Polyaromatic Hydrocarbons -Urine;Polycyclic Aromatic Hydrocarbons (PAH) - Urine,mapped,URXP10,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""URXP10"", ""n_cycles_available"": 9, ""total_measured"": 23952, ""total_above_lod"": 21231, ""pooled_above_lod_pct"": 88.63977955911824, ""min_cycle_above_lod_pct"": 60.21621621621622, ""median_cycle_above_lod_pct"": 99.3638170974155, ""max_cycle_above_lod_pct"": 100.0}]",urine,"Phthalates, Phytoestrogens & PAHs - Urine;Polyaromatic Hydrocarbons (PAHs) - Urine;Polyaromatic Hydrocarbons -Urine;Polycyclic Aromatic Hydrocarbons (PAH) - Urine",2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,9,URXP10,urinary biomarker
C466921,PAH exposure axis,parent PAH to validated urinary OH-PAH proxy,URXP02,moderate,CDC NHANES urinary OH-PAH panel; parent-specificity is limited,68,Polyaromatic Hydrocarbons (PAHs) - Urine;Polyaromatic Hydrocarbons -Urine;Polycyclic Aromatic Hydrocarbons (PAH) - Urine,mapped,URXP02,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""URXP02"", ""n_cycles_available"": 8, ""total_measured"": 21166, ""total_above_lod"": 21164, ""pooled_above_lod_pct"": 99.99055088349239, ""min_cycle_above_lod_pct"": 99.95911692559281, ""median_cycle_above_lod_pct"": 100.0, ""max_cycle_above_lod_pct"": 100.0}]",urine,"Phthalates, Phytoestrogens & PAHs - Urine;Polyaromatic Hydrocarbons (PAHs) - Urine;Polyaromatic Hydrocarbons -Urine;Polycyclic Aromatic Hydrocarbons (PAH) - Urine",2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016,8,URXP02,urinary biomarker
C501268,PAH exposure axis,parent PAH to validated urinary OH-PAH proxy,URXP10,moderate,CDC NHANES urinary OH-PAH panel; parent-specificity is limited,68,Polyaromatic Hydrocarbons (PAHs) - Urine;Polyaromatic Hydrocarbons -Urine;Polycyclic Aromatic Hydrocarbons (PAH) - Urine,mapped,URXP10,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""URXP10"", ""n_cycles_available"": 9, ""total_measured"": 23952, ""total_above_lod"": 21231, ""pooled_above_lod_pct"": 88.63977955911824, ""min_cycle_above_lod_pct"": 60.21621621621622, ""median_cycle_above_lod_pct"": 99.3638170974155, ""max_cycle_above_lod_pct"": 100.0}]",urine,"Phthalates, Phytoestrogens & PAHs - Urine;Polyaromatic Hydrocarbons (PAHs) - Urine;Polyaromatic Hydrocarbons -Urine;Polycyclic Aromatic Hydrocarbons (PAH) - Urine",2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,9,URXP10,urinary biomarker
C502587,,none,,unresolved,,0,,resolved_no_candidate_specific_analyte,,no analyte rows,,,,,0,,
C508802,,none,,unresolved,,0,,resolved_no_candidate_specific_analyte,,no analyte rows,,,,,0,,
C512161,bisphenol exposure axis,direct urinary analyte,URXBPH,high,CDC NHANES environmental phenols panel and codebook,33,Environmental Phenols;Environmental Phenols & Parabens,mapped,URXBPH,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""URXBPH"", ""n_cycles_available"": 5, ""total_measured"": 12907, ""total_above_lod"": 11918, ""pooled_above_lod_pct"": 92.3374912837995, ""min_cycle_above_lod_pct"": 89.71474487746083, ""median_cycle_above_lod_pct"": 92.85714285714286, ""max_cycle_above_lod_pct"": 93.62519201228879}]",urine,Environmental Phenols;Environmental Phenols & Parabens,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012,5,URXBPH,urinary biomarker
C516433,metal exposure axis,metal family searched; no mapped elemental analyte,,unresolved,CDC NHANES Metals - Urine and blood metal panels searched,119,Metals - Urine,resolved_no_candidate_specific_analyte,,no analyte rows,,,,,0,,
C522458,PAH exposure axis,parent PAH to validated urinary OH-PAH proxy,URXP10,moderate,CDC NHANES urinary OH-PAH panel; parent-specificity is limited,0,,mapped,URXP10,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""URXP10"", ""n_cycles_available"": 9, ""total_measured"": 23952, ""total_above_lod"": 21231, ""pooled_above_lod_pct"": 88.63977955911824, ""min_cycle_above_lod_pct"": 60.21621621621622, ""median_cycle_above_lod_pct"": 99.3638170974155, ""max_cycle_above_lod_pct"": 100.0}]",urine,"Phthalates, Phytoestrogens & PAHs - Urine;Polyaromatic Hydrocarbons (PAHs) - Urine;Polyaromatic Hydrocarbons -Urine;Polycyclic Aromatic Hydrocarbons (PAH) - Urine",2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,9,URXP10,urinary biomarker
C523076,metal exposure axis,metal family searched; no mapped elemental analyte,,unresolved,CDC NHANES Metals - Urine and blood metal panels searched,119,Metals - Urine,resolved_no_candidate_specific_analyte,,no analyte rows,,,,,0,,
C523456,,none,,unresolved,,0,,resolved_no_candidate_specific_analyte,,no analyte rows,,,,,0,,
C524826,PFAS exposure axis,PFAS class searched; no candidate-specific NHANES variable,,unresolved,CDC NHANES PFAS panels searched; no specific analyte name match,0,,resolved_no_candidate_specific_analyte,,no analyte rows,,,,,0,,
C529617,PAH exposure axis,parent PAH to validated urinary OH-PAH proxy,URXP10,moderate,CDC NHANES urinary OH-PAH panel; parent-specificity is limited,68,Polyaromatic Hydrocarbons (PAHs) - Urine;Polyaromatic Hydrocarbons -Urine;Polycyclic Aromatic Hydrocarbons (PAH) - Urine,mapped,URXP10,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""URXP10"", ""n_cycles_available"": 9, ""total_measured"": 23952, ""total_above_lod"": 21231, ""pooled_above_lod_pct"": 88.63977955911824, ""min_cycle_above_lod_pct"": 60.21621621621622, ""median_cycle_above_lod_pct"": 99.3638170974155, ""max_cycle_above_lod_pct"": 100.0}]",urine,"Phthalates, Phytoestrogens & PAHs - Urine;Polyaromatic Hydrocarbons (PAHs) - Urine;Polyaromatic Hydrocarbons -Urine;Polycyclic Aromatic Hydrocarbons (PAH) - Urine",2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,9,URXP10,urinary biomarker
C529618,PAH exposure axis,parent PAH to validated urinary OH-PAH proxy,URXP10,moderate,CDC NHANES urinary OH-PAH panel; parent-specificity is limited,68,Polyaromatic Hydrocarbons (PAHs) - Urine;Polyaromatic Hydrocarbons -Urine;Polycyclic Aromatic Hydrocarbons (PAH) - Urine,mapped,URXP10,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""URXP10"", ""n_cycles_available"": 9, ""total_measured"": 23952, ""total_above_lod"": 21231, ""pooled_above_lod_pct"": 88.63977955911824, ""min_cycle_above_lod_pct"": 60.21621621621622, ""median_cycle_above_lod_pct"": 99.3638170974155, ""max_cycle_above_lod_pct"": 100.0}]",urine,"Phthalates, Phytoestrogens & PAHs - Urine;Polyaromatic Hydrocarbons (PAHs) - Urine;Polyaromatic Hydrocarbons -Urine;Polycyclic Aromatic Hydrocarbons (PAH) - Urine",2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,9,URXP10,urinary biomarker
C532828,metal exposure axis,metal family searched; no mapped elemental analyte,,unresolved,CDC NHANES Metals - Urine and blood metal panels searched,119,Metals - Urine,resolved_no_candidate_specific_analyte,,no analyte rows,,,,,0,,
C533806,PFAS exposure axis,PFAS class searched; no candidate-specific NHANES variable,,unresolved,CDC NHANES PFAS panels searched; no specific analyte name match,0,,resolved_no_candidate_specific_analyte,,no analyte rows,,,,,0,,
C534679,bisphenol exposure axis,direct urinary analyte,URXBPH,high,CDC NHANES environmental phenols panel and codebook,33,Environmental Phenols;Environmental Phenols & Parabens,mapped,URXBPH,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""URXBPH"", ""n_cycles_available"": 5, ""total_measured"": 12907, ""total_above_lod"": 11918, ""pooled_above_lod_pct"": 92.3374912837995, ""min_cycle_above_lod_pct"": 89.71474487746083, ""median_cycle_above_lod_pct"": 92.85714285714286, ""max_cycle_above_lod_pct"": 93.62519201228879}]",urine,Environmental Phenols;Environmental Phenols & Parabens,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012,5,URXBPH,urinary biomarker
C535034,PAH exposure axis,parent PAH to validated urinary OH-PAH proxy,URXP10,moderate,CDC NHANES urinary OH-PAH panel; parent-specificity is limited,68,Polyaromatic Hydrocarbons (PAHs) - Urine;Polyaromatic Hydrocarbons -Urine;Polycyclic Aromatic Hydrocarbons (PAH) - Urine,mapped,URXP10,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""URXP10"", ""n_cycles_available"": 9, ""total_measured"": 23952, ""total_above_lod"": 21231, ""pooled_above_lod_pct"": 88.63977955911824, ""min_cycle_above_lod_pct"": 60.21621621621622, ""median_cycle_above_lod_pct"": 99.3638170974155, ""max_cycle_above_lod_pct"": 100.0}]",urine,"Phthalates, Phytoestrogens & PAHs - Urine;Polyaromatic Hydrocarbons (PAHs) - Urine;Polyaromatic Hydrocarbons -Urine;Polycyclic Aromatic Hydrocarbons (PAH) - Urine",2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,9,URXP10,urinary biomarker
C535035,PAH exposure axis,parent PAH to validated urinary OH-PAH proxy,URXP10,moderate,CDC NHANES urinary OH-PAH panel; parent-specificity is limited,68,Polyaromatic Hydrocarbons (PAHs) - Urine;Polyaromatic Hydrocarbons -Urine;Polycyclic Aromatic Hydrocarbons (PAH) - Urine,mapped,URXP10,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""URXP10"", ""n_cycles_available"": 9, ""total_measured"": 23952, ""total_above_lod"": 21231, ""pooled_above_lod_pct"": 88.63977955911824, ""min_cycle_above_lod_pct"": 60.21621621621622, ""median_cycle_above_lod_pct"": 99.3638170974155, ""max_cycle_above_lod_pct"": 100.0}]",urine,"Phthalates, Phytoestrogens & PAHs - Urine;Polyaromatic Hydrocarbons (PAHs) - Urine;Polyaromatic Hydrocarbons -Urine;Polycyclic Aromatic Hydrocarbons (PAH) - Urine",2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,9,URXP10,urinary biomarker
C558144,PFAS exposure axis,PFAS class searched; no candidate-specific NHANES variable,,unresolved,CDC NHANES PFAS panels searched; no specific analyte name match,27,Perfluoroalkyl and Polyfluoroalkyl;Perfluoroalkyl and Polyfluoroalkyl Substances;Perfluoroalkyl and Polyfluoroalkyl Substances (formerly Polyfluoroalkyl Chemicals - PFC),resolved_no_candidate_specific_analyte,,no analyte rows,,,,,0,,
C582932,,none,,unresolved,,0,,resolved_no_candidate_specific_analyte,,no analyte rows,,,,,0,,
D000083462,,none,,unresolved,,0,,resolved_no_candidate_specific_analyte,,no analyte rows,,,,,0,,
D002586,metal exposure axis,elemental urinary biomarker for parent metal/species,URXUCS,moderate,CDC NHANES metals blood/urine panels and codebooks,119,Metals - Urine,mapped,URXUCS,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""URXUCS"", ""n_cycles_available"": 10, ""total_measured"": 26799, ""total_above_lod"": 26798, ""pooled_above_lod_pct"": 99.996268517482, ""min_cycle_above_lod_pct"": 99.96733093760209, ""median_cycle_above_lod_pct"": 100.0, ""max_cycle_above_lod_pct"": 100.0}]",urine,Metals - Urine,1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,10,URXUCS,urinary biomarker
D005659,pesticide exposure axis,candidate-specific pesticide biomarker not established from NHANES domains,,unresolved,"CDC NHANES pesticide, organophosphate, carbamate, and organochlorine panels searched",168,"Pesticides - Carbamates & Organophosphorus Metabolites - Urine;Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites);Pesticides - Environmental - Urine;Pesticides - Organochlorine Metabolites - Serum (Surplus)",resolved_no_candidate_specific_analyte,,no analyte rows,,,,,0,,
D007306,pesticide exposure axis,candidate-specific pesticide biomarker not established from NHANES domains,,unresolved,"CDC NHANES pesticide, organophosphate, carbamate, and organochlorine panels searched",168,"Pesticides - Carbamates & Organophosphorus Metabolites - Urine;Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites);Pesticides - Environmental - Urine;Pesticides - Organochlorine Metabolites - Serum (Surplus)",resolved_no_candidate_specific_analyte,,no analyte rows,,,,,0,,
D010165,metal exposure axis,metal family searched; no mapped elemental analyte,,unresolved,CDC NHANES Metals - Urine and blood metal panels searched,119,Metals - Urine,resolved_no_candidate_specific_analyte,,no analyte rows,,,,,0,,
D010569,PAH exposure axis,parent PAH to validated urinary OH-PAH proxy,URXP10,moderate,CDC NHANES urinary OH-PAH panel; parent-specificity is limited,68,Polyaromatic Hydrocarbons (PAHs) - Urine;Polyaromatic Hydrocarbons -Urine;Polycyclic Aromatic Hydrocarbons (PAH) - Urine,mapped,URXP10,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""URXP10"", ""n_cycles_available"": 9, ""total_measured"": 23952, ""total_above_lod"": 21231, ""pooled_above_lod_pct"": 88.63977955911824, ""min_cycle_above_lod_pct"": 60.21621621621622, ""median_cycle_above_lod_pct"": 99.3638170974155, ""max_cycle_above_lod_pct"": 100.0}]",urine,"Phthalates, Phytoestrogens & PAHs - Urine;Polyaromatic Hydrocarbons (PAHs) - Urine;Polyaromatic Hydrocarbons -Urine;Polycyclic Aromatic Hydrocarbons (PAH) - Urine",2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,9,URXP10,urinary biomarker
D012238,metal exposure axis,metal family searched; no mapped elemental analyte,,unresolved,CDC NHANES Metals - Urine and blood metal panels searched,119,Metals - Urine,resolved_no_candidate_specific_analyte,,no analyte rows,,,,,0,,
D012413,metal exposure axis,metal family searched; no mapped elemental analyte,,unresolved,CDC NHANES Metals - Urine and blood metal panels searched,119,Metals - Urine,resolved_no_candidate_specific_analyte,,no analyte rows,,,,,0,,
D012989,,none,,unresolved,,0,,resolved_no_candidate_specific_analyte,,no analyte rows,,,,,0,,
D013324,metal exposure axis,metal family searched; no mapped elemental analyte,,unresolved,CDC NHANES Metals - Urine and blood metal panels searched,119,Metals - Urine,resolved_no_candidate_specific_analyte,,no analyte rows,,,,,0,,
D013667,metal exposure axis,metal family searched; no mapped elemental analyte,,unresolved,CDC NHANES Metals - Urine and blood metal panels searched,119,Metals - Urine,resolved_no_candidate_specific_analyte,,no analyte rows,,,,,0,,
D014001,metal exposure axis,elemental urinary biomarker for parent metal/species,URXUSN,moderate,CDC NHANES metals blood/urine panels and codebooks,119,Metals - Urine,mapped,URXUSN,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""URXUSN"", ""n_cycles_available"": 4, ""total_measured"": 11036, ""total_above_lod"": 10130, ""pooled_above_lod_pct"": 91.79050380572671, ""min_cycle_above_lod_pct"": 86.10223642172524, ""median_cycle_above_lod_pct"": 92.29662354662355, ""max_cycle_above_lod_pct"": 95.45751633986929}]",urine,Metals - Urine,2011-2012;2013-2014;2015-2016;2017-2018,4,URXUSN,urinary biomarker
D014414,metal exposure axis,elemental urinary biomarker for parent metal/species,URXUTU,moderate,CDC NHANES metals blood/urine panels and codebooks,119,Metals - Urine,mapped,URXUTU,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""URXUTU"", ""n_cycles_available"": 10, ""total_measured"": 26621, ""total_above_lod"": 24154, ""pooled_above_lod_pct"": 90.73288005709777, ""min_cycle_above_lod_pct"": 82.6817826426896, ""median_cycle_above_lod_pct"": 90.17020840650977, ""max_cycle_above_lod_pct"": 100.0}]",urine,Metals - Urine,1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,10,URXUTU,urinary biomarker
D015040,metal exposure axis,metal family searched; no mapped elemental analyte,,unresolved,CDC NHANES Metals - Urine and blood metal panels searched,119,Metals - Urine,resolved_no_candidate_specific_analyte,,no analyte rows,,,,,0,,
D017438,bisphenol exposure axis,direct urinary analyte,URXBPH,high,CDC NHANES environmental phenols panel and codebook,33,Environmental Phenols;Environmental Phenols & Parabens,mapped,URXBPH,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""URXBPH"", ""n_cycles_available"": 5, ""total_measured"": 12907, ""total_above_lod"": 11918, ""pooled_above_lod_pct"": 92.3374912837995, ""min_cycle_above_lod_pct"": 89.71474487746083, ""median_cycle_above_lod_pct"": 92.85714285714286, ""max_cycle_above_lod_pct"": 93.62519201228879}]",urine,Environmental Phenols;Environmental Phenols & Parabens,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012,5,URXBPH,urinary biomarker
D012834,metal exposure axis,elemental urinary biomarker for parent metal/species,URXUSR,moderate,CDC NHANES metals blood/urine panels and codebooks,119,Metals - Urine,mapped,URXUSR,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""URXUSR"", ""n_cycles_available"": 3, ""total_measured"": 8228, ""total_above_lod"": 8219, ""pooled_above_lod_pct"": 99.89061740398638, ""min_cycle_above_lod_pct"": 99.83665468801046, ""median_cycle_above_lod_pct"": 99.88014382740711, ""max_cycle_above_lod_pct"": 99.96246246246247}]",urine,Metals - Urine,2011-2012;2013-2014;2015-2016,3,URXUSR,urinary biomarker
C074702,metal exposure axis,metal family searched; no mapped elemental analyte,,unresolved,CDC NHANES Metals - Urine and blood metal panels searched,119,Metals - Urine,resolved_no_candidate_specific_analyte,,no analyte rows,,,,,0,,
D015032,metal exposure axis,metal family searched; no mapped elemental analyte,,unresolved,CDC NHANES Metals - Urine and blood metal panels searched,119,Metals - Urine,resolved_no_candidate_specific_analyte,,no analyte rows,,,,,0,,
C569492,metal exposure axis,elemental urinary biomarker for parent metal/species,URXUCO,moderate,CDC NHANES metals blood/urine panels and codebooks,119,Metals - Urine,mapped,URXUCO,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""URXUCO"", ""n_cycles_available"": 10, ""total_measured"": 26801, ""total_above_lod"": 26648, ""pooled_above_lod_pct"": 99.42912577888885, ""min_cycle_above_lod_pct"": 96.28616106333072, ""median_cycle_above_lod_pct"": 99.8323824908332, ""max_cycle_above_lod_pct"": 100.0}]",urine,Metals - Urine,1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,10,URXUCO,urinary biomarker
C517284,,none,,unresolved,,161,"Phthalates & Plasticizers Metabolites - Urine;Phthalates - Urine;Phthalates and Plasticizers Metabolites - Urine;Phthalates, Phytoestrogens & PAHs - Urine;Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",resolved_no_candidate_specific_analyte,,no analyte rows,,,,,0,,
C494622,flame-retardant exposure axis,family-level flame-retardant metabolite proxy,LBXBB1,low,CDC NHANES flame-retardant metabolite panels searched; candidate-specific identity not verified,0,,mapped,LBXBB1,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""LBXBB1"", ""n_cycles_available"": 1, ""total_measured"": 2032, ""total_above_lod"": 1485, ""pooled_above_lod_pct"": 73.08070866141732, ""min_cycle_above_lod_pct"": 73.08070866141732, ""median_cycle_above_lod_pct"": 73.08070866141732, ""max_cycle_above_lod_pct"": 73.08070866141732}]",serum_or_blood,Brominated Flame Retardants (BFRs),2003-2004,1,LBXBB1,serum/blood biomarker
C020809,metal exposure axis,metal family searched; no mapped elemental analyte,,unresolved,CDC NHANES Metals - Urine and blood metal panels searched,119,Metals - Urine,resolved_no_candidate_specific_analyte,,no analyte rows,,,,,0,,
C028031,metal exposure axis,elemental urinary biomarker for parent metal/species,URXUCD,moderate,CDC NHANES metals blood/urine panels and codebooks,119,Metals - Urine,mapped,URXUCD,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""URXUCD"", ""n_cycles_available"": 8, ""total_measured"": 21631, ""total_above_lod"": 18152, ""pooled_above_lod_pct"": 83.91660117424067, ""min_cycle_above_lod_pct"": 74.55080039202875, ""median_cycle_above_lod_pct"": 85.5976060329993, ""max_cycle_above_lod_pct"": 91.11285882815572}]",urine,Metals - Urine,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,8,URXUCD,urinary biomarker
C576262,,none,,unresolved,,161,"Phthalates & Plasticizers Metabolites - Urine;Phthalates - Urine;Phthalates and Plasticizers Metabolites - Urine;Phthalates, Phytoestrogens & PAHs - Urine;Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",resolved_no_candidate_specific_analyte,,no analyte rows,,,,,0,,
C030935,PAH exposure axis,parent PAH to validated urinary OH-PAH proxy,URXP25,moderate,CDC NHANES urinary OH-PAH panel; parent-specificity is limited,68,Polyaromatic Hydrocarbons (PAHs) - Urine;Polyaromatic Hydrocarbons -Urine;Polycyclic Aromatic Hydrocarbons (PAH) - Urine,mapped,URXP25,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""URXP25"", ""n_cycles_available"": 3, ""total_measured"": 8459, ""total_above_lod"": 8416, ""pooled_above_lod_pct"": 99.49166568152263, ""min_cycle_above_lod_pct"": 99.20692141312185, ""median_cycle_above_lod_pct"": 99.54716981132076, ""max_cycle_above_lod_pct"": 99.70345963756178}]",urine,Polycyclic Aromatic Hydrocarbons (PAH) - Urine,2013-2014;2015-2016;2017-2018,3,URXP25,urinary biomarker
D000395,,none,,unresolved,,0,,resolved_no_candidate_specific_analyte,,no analyte rows,,,,,0,,
C022838,metal exposure axis,metal family searched; no mapped elemental analyte,,unresolved,CDC NHANES Metals - Urine and blood metal panels searched,119,Metals - Urine,resolved_no_candidate_specific_analyte,,no analyte rows,,,,,0,,
C006718,PAH exposure axis,parent PAH to validated urinary OH-PAH proxy,URXP10,moderate,CDC NHANES urinary OH-PAH panel; parent-specificity is limited,68,Polyaromatic Hydrocarbons (PAHs) - Urine;Polyaromatic Hydrocarbons -Urine;Polycyclic Aromatic Hydrocarbons (PAH) - Urine,mapped,URXP10,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""URXP10"", ""n_cycles_available"": 9, ""total_measured"": 23952, ""total_above_lod"": 21231, ""pooled_above_lod_pct"": 88.63977955911824, ""min_cycle_above_lod_pct"": 60.21621621621622, ""median_cycle_above_lod_pct"": 99.3638170974155, ""max_cycle_above_lod_pct"": 100.0}]",urine,"Phthalates, Phytoestrogens & PAHs - Urine;Polyaromatic Hydrocarbons (PAHs) - Urine;Polyaromatic Hydrocarbons -Urine;Polycyclic Aromatic Hydrocarbons (PAH) - Urine",2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,9,URXP10,urinary biomarker
